start_pos,n_gram_size,word,vicinity,neighbour,context,level,author_id,text_name,url
248045,6,сноски,поспи_СНОСКИ_ктлэк,поспи,сразу назвалось: оно стало книгой. И кто-то лис,word,abelxdjaew_d_a,text_1915_ten_veka_sego_oldorfo,http://az.lib.ru/a/abelxdjaew_d_a/text_1915_ten_veka_sego_oldorfo.shtml
9968,6,донеси,птоив_ДОНЕСИ_длину,длину,"дурнаго обращенія нанимателя, его семейства и довѣренных",word,abramow_j_w,text_1884_03_vnutr_obozrenie_oldorfo,http://az.lib.ru/a/abramow_j_w/text_1884_03_vnutr_obozrenie_oldorfo.shtml
302375,7,подписи,сктвк_ПОДПИСИ_етово,етово,"пространстве, оставив далеко позади и снаряд и его трассу",word,adamow_g,text_0040,http://az.lib.ru/a/adamow_g/text_0040.shtml
23027,6,оботри,излом_ОБОТРИ_вгсшп,излом,"отъ берега отплывъ, Теченіемъ рѣки и вѣтрами го",word,afanasxew_l_n,text_1900_poe_oldorfo,http://az.lib.ru/a/afanasxew_l_n/text_1900_poe_oldorfo.shtml
712727,6,сманил,аполi_СМАНИЛ_смани,смани," С. 123, 126. Мая 26 Дарственная надпись А. А. на сб. ""Из шести книг"": ""Милой Сусанне Яковлевне Хлопониной с искренним приветом"". -- Лесман. С. 32. Ма",sentence,ahmatowa_a_a,text_2008_letopis_zhizni_i_tvorchestva_anny_akhmatovoy,http://az.lib.ru/a/ahmatowa_a_a/text_2008_letopis_zhizni_i_tvorchestva_anny_akhmatovoy.shtml
389467,6,ваксит,нптнм_ВАКСИТ_крипа,крипа,"в альбом: ""Как страшно изменилось тело, Как рот из",word,ahmatowa_a_a,text_2008_letopis_zhizni_i_tvorchestva_anny_akhmatovoy,http://az.lib.ru/a/ahmatowa_a_a/text_2008_letopis_zhizni_i_tvorchestva_anny_akhmatovoy.shtml
20785,6,поведи,повед_ПОВЕДИ_опспв,повед,"притворялись окна в его душе, и он потемне",word,ajhenwalxd_j_i,text_0105,http://az.lib.ru/a/ajhenwalxd_j_i/text_0105.shtml
58193,6,виснув,чакон_ВИСНУВ_обовч,чакон,"видит, или сомнительного наказания, угрожающего в отдаленном",word,akosta_u,text_1923_sobre_a_mortalidade,http://az.lib.ru/a/akosta_u/text_1923_sobre_a_mortalidade.shtml
213942,6,спесив,пенса_СПЕСИВ_иевде,пенса,"святою, подобающею ему славою, и во имя его, в",word,aksakow_i_s,text_1878_rechi_oldorfo,http://az.lib.ru/a/aksakow_i_s/text_1878_rechi_oldorfo.shtml
4186,6,ввезут,обкос_ВВЕЗУТ_уснрк,обкос,"Владиміра, выдающеюся его заслугою указана ""твердость убѣжденій""",word,aksakow_i_s,text_1884_po_povodu_oldorfo,http://az.lib.ru/a/aksakow_i_s/text_1884_po_povodu_oldorfo.shtml
1543382,6,зрится,дкнкп_ЗРИТСЯ_сосок,сосок,знатные русские и турецкие сановники (5 янв. С. 20). 20,word,aksakow_i_s,text_0160,http://az.lib.ru/a/aksakow_i_s/text_0160.shtml
30,6,списка,lrкаи_СПИСКА_испис,испис,Сергеевич. Письмо И. С. Кравцова Аксаков Иван Серге,word,aksakow_i_s,text_1863_pismo_k_aksakovu_kr,http://az.lib.ru/a/aksakow_i_s/text_1863_pismo_k_aksakovu_kr.shtml
36,6,сенсор,lrкак_СЕНСОР_ваксе,ваксе,Сергеевич. Еще несколько слов о русском воззрении ,word,aksakow_k_s,text_0160,http://az.lib.ru/a/aksakow_k_s/text_0160.shtml
361971,6,консов,коник_КОНСОВ_ваопв,коник," Казнившие почти всегда были хуже казнимых. О большинстве убиваемых ему даже не докладывали -- никаких протоколов не велось, и за всем он уследить не мог. Но еще тяжелее были те случаи, когда приговоры представлялись на утверждение кардинала: не имея никаких данных для определения участи осужденных, он чувствовал, что и сам решает ее произвольно. Смягчить смертные приговоры было невозможно. Он знал, что ему все простят, кроме доброты, то есть слабости. В условиях гражданской войны, без тюрем и тюремщиков, с ненадежным конвоем, с постоянным переходом территории от одной воюющей стороны к другой, для осужденных выбор шел между смертью и свободой -- с тем еще осложнением, что людей, которых кардинал-наместник освобождал от расстрела, часто подвергали гораздо более мучительной смерти в двух шагах от его ставки. Вокруг ка",sentence,aldanow_m_a,text_0020,http://az.lib.ru/a/aldanow_m_a/text_0020.shtml
743658,6,египту,своит_ЕГИПТУ_едино,едино,"Если герцог изменил присяге, то убить его должно",word,aldanow_m_a,text_0140,http://az.lib.ru/a/aldanow_m_a/text_0140.shtml
743696,6,единод,гипту_ЕДИНОД_тнгин,египту,"его должно, и не о деньгах тут надо г",word,aldanow_m_a,text_0140,http://az.lib.ru/a/aldanow_m_a/text_0140.shtml
66374,6,сесили,кнбов_СЕСИЛИ_кисок,кисок,"собственной его стране и либералы, и консервато",word,aldanow_m_a,text_1928_lloyd-george,http://az.lib.ru/a/aldanow_m_a/text_1928_lloyd-george.shtml
203321,6,понося,нкоси_ПОНОСЯ_всоси,всоси,признавать одну необходимость. 5. Особенности связей явлений в социалис,word,aleksandrow_g_f,text_1954_dialekticheskiy_materializm,http://az.lib.ru/a/aleksandrow_g_f/text_1954_dialekticheskiy_materializm.shtml
5733,6,аорист,niоvс_АОРИСТ_мокну,мокну,"а о рассказе И. С. Тургенева ""Муму"" отзы",word,almazow_b_n,text_0020,http://az.lib.ru/a/almazow_b_n/text_0020.shtml
222239,6,спилок,пвадм_СПИЛОК_логин,логин,с почтением и любовью относился к Леонардо. ,word,altaew_a,text_1910_leonardo_da_vinchi,http://az.lib.ru/a/altaew_a/text_1910_leonardo_da_vinchi.shtml
247822,6,побрив,солом_ПОБРИВ_тмско,солом,"профессорахъ, о будущности Россіи, и въ такія мину",word,altaew_a,text_1915_poety_unosti_oldorfo,http://az.lib.ru/a/altaew_a/text_1915_poety_unosti_oldorfo.shtml
112277,7,втопчет,мзизд_ВТОПЧЕТ_погод,погод,"въ тюрьмѣ оживленіе. -- Посмотримъ, что еще тамъ придумалъ ",word,altaew_a,text_1915_servantes_oldorfo,http://az.lib.ru/a/altaew_a/text_1915_servantes_oldorfo.shtml
112280,6,топчет,зиздв_ТОПЧЕТ_погод,погод,"тюрьмѣ оживленіе. -- Посмотримъ, что еще тамъ придумалъ ",word,altaew_a,text_1915_servantes_oldorfo,http://az.lib.ru/a/altaew_a/text_1915_servantes_oldorfo.shtml
29,6,авгита,_lrка_АВГИТА_авгит,авгит,Александр Валентинович. Грезы и тени Амфитеатров Александр ,word,amfiteatrow_a_w,text_0240oldorfo,http://az.lib.ru/a/amfiteatrow_a_w/text_0240oldorfo.shtml
89432,6,пчелам,килэх_ПЧЕЛАМ_липче,липче,"потому, что ее любилъ Абеларъ, Манонъ Леско инте",word,amfiteatrow_a_w,text_0270oldorfo,http://az.lib.ru/a/amfiteatrow_a_w/text_0270oldorfo.shtml
931,6,оптово,оваго_ОПТОВО_оянин,оваго," он предложил мне вступить в эту организацию, причем ему нужно было сперва мое принципиальное согласие (каковое я немедленно и от всей души ему дал), а за этим должно было последовать мое фактическое вступление в организацию. Предполагалось, между прочим, воспользоваться моей тайной связью с Финляндией. То есть предполагал это, по-видимому, только Гумилев. Он сообщил мне тогда, что организация состоит из ""пятерок"", членов каждой пятерки знает только ее глава, а эти главы пятерок известны одному Таганцеву. Вследствие летних арестов в этих пятерках оказались пробелы, и Гумилев стремился к их заполнению. Он говорил мне также, что разветвления заговора весьма многочисленны и захватывают влиятельные круги красной армии. Он был оч",sentence,amfiteatrow_a_w,text_1931_tagantzevskaya_zagadka,http://az.lib.ru/a/amfiteatrow_a_w/text_1931_tagantzevskaya_zagadka.shtml
4976,6,придти,пурка_ПРИДТИ_дннвв,пурка,"потом распластает их, да так и держится н",word,andersen_g_h,text_0140,http://az.lib.ru/a/andersen_g_h/text_0140.shtml
1591,6,дикаре,ооамк_ДИКАРЕ_влила,влила,"другой, и каждая аистиха рассказывает ее все лучше ",word,andersen_g_h,text_0850,http://az.lib.ru/a/andersen_g_h/text_0850.shtml
126369,6,подкуп,сеном_ПОДКУП_зстжп,сеном,послужить образцом для каждого ученика. Продолжая заниматься,word,andersen_g_h,text_1855_skazka_moey_zhizni,http://az.lib.ru/a/andersen_g_h/text_1855_skazka_moey_zhizni.shtml
3841,6,сурком,пковш_СУРКОМ_бунте,бунте,"стоял у руля. Конечно, он мог бы увернут",word,andersennekse_m,text_1909_idiot,http://az.lib.ru/a/andersennekse_m/text_1909_idiot.shtml
122395,6,кумире,ккэгт_КУМИРЕ_пропи,пропи,"кичится, у меня из рук ела. Пять раз о",word,anderson_s,text_3_unused,http://az.lib.ru/a/anderson_s/text_3_unused.shtml
59807,6,стожки,бнпка_СТОЖКИ_подох,подох,"сама тень -- обыкновенной женщиной. Как и Павел, она",word,andreew_l_n,text_0230,http://az.lib.ru/a/andreew_l_n/text_0230.shtml
154480,6,сборов,чдбдо_СБОРОВ_спосо,спосо,съ большимъ оживленіемъ разсказывали отцу всѣ свои похож,word,andreewskaja_w_p,text_1888_oliny_zatei_oldorfo,http://az.lib.ru/a/andreewskaja_w_p/text_1888_oliny_zatei_oldorfo.shtml
110130,6,смочим,прочт_СМОЧИМ_нмпде,прочт,"съ Мироновной, о чемъ именно, Маша не могла п",word,andreewskaja_w_p,text_1899_setrichka_katya_oldorfo,http://az.lib.ru/a/andreewskaja_w_p/text_1899_setrichka_katya_oldorfo.shtml
501588,6,подпис,своде_ПОДПИС_епзнд,своде,просьбами о денежныхъ пожертвованіяхъ. Изъ собранныхъ ею писемъ ,word,andreewskij_p_a,text_1888_igla_oldorfo,http://az.lib.ru/a/andreewskij_p_a/text_1888_igla_oldorfo.shtml
883,6,псиную,ннжес_ПСИНУЮ_обвит,обвит,полным смирением. И нет у юриста обязанност,word,andreewskij_s_a,text_1909_delo_taganrogskoy_tamojni,http://az.lib.ru/a/andreewskij_s_a/text_1909_delo_taganrogskoy_tamojni.shtml
42575,7,джинсов,скуку_ДЖИНСОВ_суосс,скуку,"для жестокаго и нещастнаго супруга, онъ въ судьѣ узна",word,anglijskaja_literatura,text_1751_fanny_arthur_and_montrose,http://az.lib.ru/a/anglijskaja_literatura/text_1751_fanny_arthur_and_montrose.shtml
6528,6,испиши,данно_ИСПИШИ_шилнп,данно,"истинных своих преимуществ: и шелк, и шерсть, и ",word,anglijskaja_literatura,text_1808_statiya_iz_monitora,http://az.lib.ru/a/anglijskaja_literatura/text_1808_statiya_iz_monitora.shtml
17282,7,обмотку,новои_ОБМОТКУ_унрсж,новои,"он был много опытнее Тига, который учился у него рас",word,anglijskaja_literatura,text_1894_priklyuchenia_iga_i_tiga,http://az.lib.ru/a/anglijskaja_literatura/text_1894_priklyuchenia_iga_i_tiga.shtml
74712,7,винного,ронпн_ВИННОГО_роток,роток,"въ иголкѣ,-- ниразу не отвела глазъ отъ рукодѣлья:",word,anglijskaja_literatura,text_1857_9_june-oldorfo,http://az.lib.ru/a/anglijskaja_literatura/text_1857_9_june-oldorfo.shtml
18285,6,сбавки,чнжпк_СБАВКИ_богов,богов,"сраженія, бывшаго 20 августа, въ которомъ индѣйцы были отбит",word,anglijskaja_literatura,text_1870_zhizn_mezhdu_indeytzami_oldorfo,http://az.lib.ru/a/anglijskaja_literatura/text_1870_zhizn_mezhdu_indeytzami_oldorfo.shtml
15536,6,сотник,отсос_СОТНИК_бнвкт,отсос,"Суффолька, оттого такъ неожиданно и какъ бы ненужно",word,anichkow_e_w,text_1905_korol_genrih,http://az.lib.ru/a/anichkow_e_w/text_1905_korol_genrih.shtml
6694,6,днепро,норки_ДНЕПРО_кнсни,норки,"даже наперекор ему, подобно раковой опухоли, которой не",word,annenkow_j_p,text_1935_tyazhesti,http://az.lib.ru/a/annenkow_j_p/text_1935_tyazhesti.shtml
76417,6,пивном,спине_ПИВНОМ_вэдеб,спине,"переезд и возвращение -- не откажите мне в этом, да",word,annenkow_p_w,text_1883_pisma_k_turgenevu,http://az.lib.ru/a/annenkow_p_w/text_1883_pisma_k_turgenevu.shtml
756458,6,вчинив,увозя_ВЧИНИВ_змнжу,увозя,внимательно читаю -- и нахожу их весьма замечатель,word,annenkow_p_w,text_1883_pisma_k_turgenevu,http://az.lib.ru/a/annenkow_p_w/text_1883_pisma_k_turgenevu.shtml
506385,6,кнопов,имспс_КНОПОВ_стило,стило,какимъ наслажденіемъ отдыхалъ путешественникъ отъ всѣхъ своихъ тру,word,annenskaja_a_n,text_1911_sven_gedin_oldorfo,http://az.lib.ru/a/annenskaja_a_n/text_1911_sven_gedin_oldorfo.shtml
16247,6,скифов,впквн_СКИФОВ_стоик,стоик,"сочиненій касаются исторіи Филиппинскихъ острововъ, вышелъ седьмой то",word,annenskaja_a_n,text_1895_12_obzor_oldorfo,http://az.lib.ru/a/annenskaja_a_n/text_1895_12_obzor_oldorfo.shtml
112101,6,детско,покои_ДЕТСКО_знчпр,покои,"другой его товарищъ, сынъ казачьяго офицера, заявили на",word,annenskaja_a_n,text_1913_iz_proshlyh_let_oldorfo,http://az.lib.ru/a/annenskaja_a_n/text_1913_iz_proshlyh_let_oldorfo.shtml
1794,6,уносит,взспо_УНОСИТ_сукон,сукон,условія нашего общественнаго строя и тѣ спеціальны,word,annenskij_n_f,text_1878_05_ekskursii_oldorfo,http://az.lib.ru/a/annenskij_n_f/text_1878_05_ekskursii_oldorfo.shtml
26968,6,онколе,нсоси_ОНКОЛЕ_стихо,стихо,отличіе новой книжки отъ лубочной -- ея серьезную ,word,anskij_s_a,text_4_narod_o_knige-oldorfo,http://az.lib.ru/a/anskij_s_a/text_4_narod_o_knige-oldorfo.shtml
3949,6,катион,утрвг_КАТИОН_взору,взору,"как абсолютная, так и относительная) находится в зависимо",word,anuchin_d_n,text_1893_golova,http://az.lib.ru/a/anuchin_d_n/text_1893_golova.shtml
301597,6,винтов,сосав_ВИНТОВ_нчссс,сосав,"всем и не только охотно выслушивал, но часто с",word,apushkin_w_a,text_1910_russko-japonskaya_voina,http://az.lib.ru/a/apushkin_w_a/text_1910_russko-japonskaya_voina.shtml
612512,6,ревнив,вилку_РЕВНИВ_куинв,вилку,"ребенка. Ему все нравилось, и все казалось у",word,arcybashew_m_p,text_0020,http://az.lib.ru/a/arcybashew_m_p/text_0020.shtml
172523,6,отчему,возвз_ОТЧЕМУ_взбив,взбив,"о том, что его могут убить, высунулся ",word,arcybashew_m_p,text_0130,http://az.lib.ru/a/arcybashew_m_p/text_0130.shtml
3881,6,свисте,ягяпв_СВИСТЕ_сивко,сивко,себе все и сверх того еще страдаю!..,word,arcybashew_m_p,text_0200,http://az.lib.ru/a/arcybashew_m_p/text_0200.shtml
612512,6,ревнив,вилку_РЕВНИВ_куинв,вилку,"ребенка. Ему все нравилось, и все казалось у",word,arcybashew_m_p,http://az.lib.ru/a/arcybashew_m_p/text_0020,http://az.lib.ru/a/arcybashew_m_p/text_0020.shtml
171194,6,паутин,кнопу_ПАУТИН_пввкв,кнопу,Получено 10 апр. 1932. [152] Усов так и не побывал в ,word,arhippow_e_j,text_1933_pisma_usovu,http://az.lib.ru/a/arhippow_e_j/text_1933_pisma_usovu.shtml
389537,6,срубов,тгннж_СРУБОВ_терок,терок,"с работой управился быстро, от весеннего тепла его ",word,aristow_w_p,text_1936_skomorohi,http://az.lib.ru/a/aristow_w_p/text_1936_skomorohi.shtml
153092,6,точное,унеси_ТОЧНОЕ_ижпнс,унеси,"теперь, опасаясь, что незнакомка оттеснит ее или же пот",word,arnim_a_f,text_1812_isabella_von_agypten,http://az.lib.ru/a/arnim_a_f/text_1812_isabella_von_agypten.shtml
93183,6,повери,повис_ПОВЕРИ_пксгв,повис,пьянѣете. Онъ взялъ ея руку и прижалъ къ,word,arnolxdi_n_a,text_1879_vasilisa_oldorfo,http://az.lib.ru/a/arnolxdi_n_a/text_1879_vasilisa_oldorfo.shtml
37633,6,попово,помою_ПОПОВО_дппкн,помою,"примѣтилъ одно полуоткрытое окошко, вѣроятно оставленное для прохла",word,arnu_a,text_1815_catherine_de_bourbon-2-oldorfo,http://az.lib.ru/a/arnu_a/text_1815_catherine_de_bourbon-2-oldorfo.shtml
83648,6,вектор,рпжоз_ВЕКТОР_сэров,сэров,"вероятно, есть какая-то ошибка. Разлука с Эвелиной",word,arosew_a_j,text_1928_senskie_berega,http://az.lib.ru/a/arosew_a_j/text_1928_senskie_berega.shtml
19044,6,сковав,зпвдр_СКОВАВ_пивка,пивка,с которым он выступил 4 апреля в Петрограде,word,arosew_a_j,text_1989_sled_na_zemle,http://az.lib.ru/a/arosew_a_j/text_1989_sled_na_zemle.shtml
100994,6,отрину,весям_ОТРИНУ_вяутк,весям,"объ томъ разсказывается иначе; на Удорѣ, въ Яренско",word,arsenxew_f_a,text_1864_03_lyaykozh_oldorfo,http://az.lib.ru/a/arsenxew_f_a/text_1864_03_lyaykozh_oldorfo.shtml
100994,7,отринув,весям_ОТРИНУВ_яуткм,весям,"объ томъ разсказывается иначе; на Удорѣ, въ Яренскомъ ",word,arsenxew_f_a,text_1864_03_lyaykozh_oldorfo,http://az.lib.ru/a/arsenxew_f_a/text_1864_03_lyaykozh_oldorfo.shtml
9142,6,сгоним,посет_СГОНИМ_пчмпд,посет,справедливы газетныя о нихъ извѣстія. Мы понимаемъ ,word,arsenxew_k_k,text_1871_05_itogi_oldorfo,http://az.lib.ru/a/arsenxew_k_k/text_1871_05_itogi_oldorfo.shtml
22370,6,фондов,ббзвк_ФОНДОВ_пилил,пилил,форму облекается новая доктрина о взаимоотношеніи православі,word,arsenxew_k_k,text_1883_katolichestvo_oldorfo,http://az.lib.ru/a/arsenxew_k_k/text_1883_katolichestvo_oldorfo.shtml
308871,6,уносит,вммов_УНОСИТ_рубин,рубин,"уже не осталось следа, и только растительн",word,arsenxew_w_k,text_1906_po_ussuriyskomu_krayu,http://az.lib.ru/a/arsenxew_w_k/text_1906_po_ussuriyskomu_krayu.shtml
369070,6,катках,както_КАТКАХ_нкака,както,"К. Арсеньева, являлись орочами-тазами, и, наконец, ""настоящие удэhe"" жили на севере, вплоть до мыса Ану, по верхнему течению реки Копи, по всему Бикину, Хору, на реках Мухэлю, Анюй и по низовьям Хунгари. Так же изображает В.К. Арсеньев картину расселения тазов и удэхейцев в позднейшем очерке (""Тазы и удэхе"" -- Статистический бюллетень Дальневосточного краевого статистического управления. Хабаровск, 1926, No 1, стр. 20-26; не",sentence,arsenxew_w_k,text_1912__zhizn_i_priklucheniya_v_taige,http://az.lib.ru/a/arsenxew_w_k/text_1912__zhizn_i_priklucheniya_v_taige.shtml
370114,6,стоном,моток_СТОНОМ_бплкт,моток,"стр. 23-24). Таким образом, название ""орочи"" может быть приме",word,arsenxew_w_k,text_1912__zhizn_i_priklucheniya_v_taige,http://az.lib.ru/a/arsenxew_w_k/text_1912__zhizn_i_priklucheniya_v_taige.shtml
147041,6,пионер,дожвп_ПИОНЕР_повел,повел,"питье и, опираясь на ея руку, пока она в",word,artroje,text_1895_rachete-oldorfo,http://az.lib.ru/a/artroje/text_1895_rachete-oldorfo.shtml
307647,6,кратки,вдмко_КРАТКИ_унион,унион,"князьях ростовских, а тут, кроме имен, упоминалос",word,artynow_a_j,text_1884_vosponinania,http://az.lib.ru/a/artynow_a_j/text_1884_vosponinania.shtml
9983,6,виснем,тпчоз_ВИСНЕМ_минет,минет,все и смеется над его мнимыми муками и н,word,asheshow_n_p,text_02_grani_serdtza,http://az.lib.ru/a/asheshow_n_p/text_02_grani_serdtza.shtml
76774,6,пустом,чиста_ПУСТОМ_бсипу,чиста," 9. ПОИСКИ Учитель и советник торопились, Царь торопил их, скорбь свою сдержав: Так горячат коня, и конь ретивый, Почуя хлыст, стремится как поток. Устали, но с усильем неослабным Пришли они в дающий пытки лес. Свой лик тогда согласовавши с должным, Сложив пять отличительных примет, Достоинства все видимые знаки, Они вошли в Браминский тот уют И почитанье выказали Риши. Те, в свой черед, просили их присесть. Они спросили: ""Где царевич светлый, Что сделался отшельником, ища От старости, и смерти, и болезни Освобожденья? Мы за ним пришли"". Брамины, ",sentence,ashwaghosha,text_0020,http://az.lib.ru/a/ashwaghosha/text_0020.shtml
22465,6,ввозит,квпио_ВВОЗИТ_обрив,обрив,высох вдруг от зноя? Иль таким он был рож,word,ashwaghosha,text_0020,http://az.lib.ru/a/ashwaghosha/text_0020.shtml
10488,6,гомона,бтсой_ГОМОНА_итого,итого,"говорила она мнѣ однажды,-- ну, а Изотъ -- т",word,astyrew_n_m,text_1886_slepye_i_zryachie_oldorfo,http://az.lib.ru/a/astyrew_n_m/text_1886_slepye_i_zryachie_oldorfo.shtml
66329,6,оксиос,пивцо_ОКСИОС_квитп,пивцо,"отца къ сыну и отъ сына къ внуку, ",word,astyrew_n_m,text_1890_09_ocherki_oldorfo,http://az.lib.ru/a/astyrew_n_m/text_1890_09_ocherki_oldorfo.shtml
499426,7,бананам,анава_БАНАНАМ_анаша,анаша," Божественное воплощение; воплощение божества в человеческом образе. Авидья . Неведение. Авьяктам . Недифференцированное положение, или состояние пракрити, или природы, до проявления. Адарша . Ментальное зеркало; психическое видение. Адвайта .",sentence,atkinson_u_u,text_1914_religii_i_taynye_ucheniya_vostoka,http://az.lib.ru/a/atkinson_u_u/text_1914_religii_i_taynye_ucheniya_vostoka.shtml
223167,7,согнули,гтбпк_СОГНУЛИ_вскип,вскип,"сыру"", - отвечал Гоголь. - Не угодно ли и вам, сестр",word,awenarius_w_p,text_0090,http://az.lib.ru/a/awenarius_w_p/text_0090.shtml
334946,6,спинно,нмсзт_СПИННО_ковко,ковко,"службой. Петру Ивановичу ничего не оставалось, какъ обрат",word,awenarius_w_p,text_0070oldorfo,http://az.lib.ru/a/awenarius_w_p/text_0070oldorfo.shtml
46278,6,стихир,мгтпс_СТИХИР_винти,винти,"собой такъ и ходятъ, И руками вертитъ, и",word,awenarius_w_p,text_1905_poet-krestyanin_oldorfo,http://az.lib.ru/a/awenarius_w_p/text_1905_poet-krestyanin_oldorfo.shtml
46308,6,винтим,тихир_ВИНТИМ_гпсцв,стихир,"вертитъ, и ногами толчетъ, И, моргая, глазами по",word,awenarius_w_p,text_1905_poet-krestyanin_oldorfo,http://az.lib.ru/a/awenarius_w_p/text_1905_poet-krestyanin_oldorfo.shtml
27541,6,окопка,изупд_ОКОПКА_истое,истое,облезлая кошка. Она приблизилась к Аннкудиновне и стала те,word,awerchenko_a_t,text_1915_pyat_chemodanov,http://az.lib.ru/a/awerchenko_a_t/text_1915_pyat_chemodanov.shtml
55777,6,тетушк,елрпт_ТЕТУШК_твина,твина,"тезис: если ты украл шесть копеек, ты - вор и",word,awerchenko_a_t,text_1924_otdyh_na_krapive,http://az.lib.ru/a/awerchenko_a_t/text_1924_otdyh_na_krapive.shtml
121158,6,натека,эанпе_НАТЕКА_сенат,сенат," Никак нельзя. Августин. Теперь скажи мне: когда вырывается из уст твоих само название, и я, слыша его, представляю себе солнце, которое представил себе ты до произнесения и при самом произнесении слова, а теперь, быть может, представляем мы оба, -- не кажется ли тебе, будто само название как бы получило от тебя то значение, которое передано мне посредством ушей? Еводий. Кажется. Августин. Следовате",sentence,awgustin_a,text_0389_o_kolichestve_dushi,http://az.lib.ru/a/awgustin_a/text_0389_o_kolichestve_dushi.shtml
121550,6,сенате,атека_СЕНАТЕ_евева,натека," Следовательно, если само название состоит из звука и значения, звук же относится к ушам, а значение -- к уму, то не полагаешь ли ты, что в названии, как бы в некотором одушевленном существе, звук представляет собой тело, а значение -- душу звука? Еводий. На мой взгляд -- это звучит убедительно. Августин. Теперь обрати внимание на то, может ли звук имени быть разделен на буквы, между тем как душа его, т.е. его значе",sentence,awgustin_a,text_0389_o_kolichestve_dushi,http://az.lib.ru/a/awgustin_a/text_0389_o_kolichestve_dushi.shtml
311925,6,тонете,бжепи_ТОНЕТЕ_ливня,ливня,"тоскую о ней, если так ее люблю? И в",word,awgustin_a,text_0398_confessiones,http://az.lib.ru/a/awgustin_a/text_0398_confessiones.shtml
246975,6,миелин,зчонр_МИЕЛИН_отозв,отозв,"Михайловнѣ, и ея личный интересъ непонятнымъ образомъ т",word,awseenko_w_g,text_1875_01_mlechny_put_oldorfo,http://az.lib.ru/a/awseenko_w_g/text_1875_01_mlechny_put_oldorfo.shtml
48920,6,окунет,зоном_ОКУНЕТ_кинкд,зоном,Она крадетъ у него его трудовую копейку и ,word,awseenko_w_g,text_1863_03_publitzisty_oldorfo,http://az.lib.ru/a/awseenko_w_g/text_1863_03_publitzisty_oldorfo.shtml
48059,6,стопка,эпосе_СТОПКА_иииви,эпосе,съ толку. Онъ пристрастился къ археологіи и исторіи ,word,awseenko_w_g,text_0110oldorfo,http://az.lib.ru/a/awseenko_w_g/text_0110oldorfo.shtml
28181,6,уписан,прите_УПИСАН_вvтмд,прите,у попа. Источники : сочинения Аввакума напечатаны вVи VIII т,word,awwakum,text_1962_about,http://az.lib.ru/a/awwakum/text_1962_about.shtml
43881,6,ссудит,тввут_ССУДИТ_лютик,лютик,"сапостат, священство упражняет 26 , да и таинство, л ю торски",word,awwakum,text_1971_neizvestnye_pisma_avvakuma,http://az.lib.ru/a/awwakum/text_1971_neizvestnye_pisma_avvakuma.shtml
